listing_name,address,property_management_name,monthly_rent,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,wifi_included,utility_laundry,included_appliances,parking_availability,apartment_size,apartment_size_unit,is_furnished,availability_status,image,description,source,website
Park Plaza,"1055 Lucknow Street, Halifax, NS B3H 2T3",SouthWest,-1,2,1,1,1,-1,-1,1,"['Fridge', 'Stove']",0,962,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/Park Plaza Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaExterior3.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaCareShare.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaGrounds.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaRoofTopBBQ.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaRooftopView.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055Kitchen2.jpg?crop=(0,0,300,224)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055Live2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055LucknowBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055LucknowLive.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055LucknowParkPlazaKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",2-bedroom apartment with 1 bathroom. Large spacious units with storage. Equipped for Bell Aliant Fibe™ services. Resident roof-top barbecue area. Pet-friendly building.,http://apartments.southwest.ca/apartments/ns/halifax/park-plaza-0/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Park Plaza,"1055 Lucknow Street, Halifax, NS B3H 2T3",SouthWest,-1,3,1,1,1,-1,-1,1,"['Fridge', 'Stove']",0,1163,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/Park Plaza Lobby.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaExterior3.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaCareShare.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaGrounds.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaRoofTopBBQ.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/ParkPlazaRooftopView.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055Kitchen2.jpg?crop=(0,0,300,224)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055Live2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055LucknowBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055LucknowLive.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480410/1055LucknowParkPlazaKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",3-bedroom apartment with 1 bathroom. Equipped for Bell Aliant Fibe™ services. Resident roof-top barbecue area. Pet-friendly building.,http://apartments.southwest.ca/apartments/ns/halifax/park-plaza-0/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Terrace Green,"5240 Green Street, Halifax, NS B3H 1N7",SouthWest,-1,0,1,-1,-1,-1,-1,3,"['Fridge', 'Stove']",2,499,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Reduced3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior2.jpg?crop=(0,0,300,191)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green5.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Balcony.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenWelcome.jpg?&quality=85']",Studio with 1 bathroom,http://apartments.southwest.ca/apartments/ns/halifax/terrace-green/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Terrace Green,"5240 Green Street, Halifax, NS B3H 1N7",SouthWest,-1,1,1,-1,-1,-1,-1,3,"['Fridge', 'Stove']",2,484,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Reduced3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior2.jpg?crop=(0,0,300,191)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green5.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Balcony.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenWelcome.jpg?&quality=85']",1 bedroom with 1 bathroom,http://apartments.southwest.ca/apartments/ns/halifax/terrace-green/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Terrace Green,"5240 Green Street, Halifax, NS B3H 1N7",SouthWest,-1,2,1,-1,-1,-1,-1,3,"['Fridge', 'Stove']",2,712,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Reduced3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior2.jpg?crop=(0,0,300,191)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Green5.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/Balcony.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480424/TerraceGreenWelcome.jpg?&quality=85']",2 bedrooms with 1 bathroom,http://apartments.southwest.ca/apartments/ns/halifax/terrace-green/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Kingsbury Towers - Floor Plan Style A,"1119 Tower Road, Halifax, NS B3H 4H5",SouthWest,0,1,1,1,1,1,-1,2,"['Fridge', 'Stove']",2,748,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsExteriorDetail.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsburyStreetLinedTrees.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/1119Lobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/1119Lobby2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsBed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsLiving.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsDining.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsCloset.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/Kings-Sink.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","1-bedroom, 1-bathroom unit with 748 Sq.Ft. area in Kingsbury Towers. Features hardwood flooring, balcony with city views, on-site storage, and secure building with on-site Resident Manager.",http://apartments.southwest.ca/apartments/ns/halifax/kingsbury-towers/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Kingsbury Towers - Floor Plan Style C,"1119 Tower Road, Halifax, NS B3H 4H5",SouthWest,0,1,1,1,1,1,-1,2,"['Fridge', 'Stove']",2,813,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsExteriorDetail.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsburyStreetLinedTrees.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/1119Lobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/1119Lobby2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsBed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsLiving.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsDining.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsCloset.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/Kings-Sink.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","1-bedroom, 1-bathroom unit with 813 Sq.Ft. area in Kingsbury Towers. Features balcony with harbour views, equipped for Bell Aliant Fibe™ services, and convenient location near shopping districts.",http://apartments.southwest.ca/apartments/ns/halifax/kingsbury-towers/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Kingsbury Towers - Floor Plan Style B,"1119 Tower Road, Halifax, NS B3H 4H5",SouthWest,0,2,2,1,1,1,-1,2,"['Fridge', 'Stove']",2,1021,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsExteriorDetail.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsburyStreetLinedTrees.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/1119Lobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/1119Lobby2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsBed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsLiving.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsDining.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/KingsCloset.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480425/Kings-Sink.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","2-bedroom, 2-bathroom unit with 1021 Sq.Ft. area in Kingsbury Towers. Features electric vehicle chargers on-site, on-site storage, and convenient location near universities, hospitals, and business districts.",http://apartments.southwest.ca/apartments/ns/halifax/kingsbury-towers/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5288 - 5294 Tobin Street,"5288 - 5294 Tobin Street, Halifax, NS B3H 1S2",SouthWest,-1,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",0,840,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288Exterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/Exterior3Tobin.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/ExteriorTobin4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","This heritage designated, stone exterior building is conveniently situated offering lovely hardwood floors, laundry facilities, and secure building. Utilities include heat & hot water, equipped for Bell Aliant Fibe™ services. Pet-friendly building steps away from all Halifax has to offer.",http://apartments.southwest.ca/apartments/ns/halifax/5288-5294-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5288 - 5294 Tobin Street,"5288 - 5294 Tobin Street, Halifax, NS B3H 1S2",SouthWest,-1,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",0,577,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288Exterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/Exterior3Tobin.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/ExteriorTobin4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Bed/Bath 1 / 1, 577 Square Foot unit in the heart of South End Halifax. Utilities include heat & hot water and the building is pet-friendly. Secure building with laundry facilities.",http://apartments.southwest.ca/apartments/ns/halifax/5288-5294-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5288 - 5294 Tobin Street,"5288 - 5294 Tobin Street, Halifax, NS B3H 1S2",SouthWest,-1,2,1,1,1,-1,-1,0,"['Fridge', 'Stove']",0,840,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288Exterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/Exterior3Tobin.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/ExteriorTobin4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Spacious 2-bedroom unit featuring high ceilings and hardwood floors. The building has laundry facilities, secure entry, and exterior parking. Heat & hot water included. Located minutes away from universities, hospitals, and business district.",http://apartments.southwest.ca/apartments/ns/halifax/5288-5294-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5288 - 5294 Tobin Street,"5288 - 5294 Tobin Street, Halifax, NS B3H 1S2",SouthWest,-1,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",0,586,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288Exterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/Exterior3Tobin.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/ExteriorTobin4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Elegant 1-bedroom apartment with hardwood floors. Utilities provided include heat & hot water. Building features laundry facilities and exterior parking at a monthly fee. Pet-friendly building steps away from Halifax Central Library and Spring Garden Road.,http://apartments.southwest.ca/apartments/ns/halifax/5288-5294-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5288 - 5294 Tobin Street,"5288 - 5294 Tobin Street, Halifax, NS B3H 1S2",SouthWest,-1,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",0,609,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288Exterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/Exterior3Tobin.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/ExteriorTobin4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Bright 1-bedroom unit with heat & hot water included. Laundry facilities with coinless operation system. Secure building with exterior parking available. Great location near Halifax Central Library and Spring Garden Road shopping district.,http://apartments.southwest.ca/apartments/ns/halifax/5288-5294-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
